	Anchor 1	Anchor 2	Alternative 1.1	Alternative 1.2	Correct Alternative	ID	# Votes out of 5 for Correct Alternative	style type
70	In World War II, the Battle of France, also known as the Fall of France, was the German invasion of France and the Low Countries, executed from 10 May 1940, which ended the Phoney War.	In World War II, the Battle of France was the German invasion of France and the Low Countries. It started on 10 May 1940.	Tarja Halonen is the president.	The current president is Tarja Halonen (SDP).	2	QQ_c-1726-s-t5-1726_s-t5-1564-c-1564--1	5	simplicity
71	For that year the Festival was moved to other local venues but by the next year the hall had been rebuilt and again was opened by the Queen.	For that year the Festival was moved to other local venues but by the following year the hall had been rebuilt and once again it was opened by the Queen, this time at the start of the 1970 festival.	It is probably a primitive body composed of carbonates.	1. It is probably a primitive body made of carbonates.	2	QQ_s-t1-1741-c-1741_c-396-s-t1-396--1	5	simplicity
72	United Nations career Lie led the Norwegian delegation to the United Nations conference in San Francisco in 1946 and was a leader in drafting the provisions of the United Nations Security Council.	United Nations career Lie led the Norwegian group to the United Nations conference in San Francisco in 1946 and was a leader in drafting the provisions of the United Nations Security Council.	On September 22, the system was more organized, and the National Hurricane Center mentioned the potential for tropical or subtropical development in the area.	On September 22, the system had become more organized, and the National Hurricane Center mentioned the potential existed for tropical or subtropical development in the area.	2	QQ_c-1760-s-t5-1760_s-t5-986-c-986--1	4	simplicity
73	The National Party won 45% of the vote and 59 seats in Parliament, a significant margin over the Labour Party-43 seats.	"The National Party, promoting a policy of ""change"", won 45 % of the party vote and 59 of the 122 seats in Parliament (two seat overhang), a substantial margin over the Labour Party which won 43 seats."	Earth is the only place in the universe where life has been confirmed to exist.	In the Universe, life has been confirmed to exist only on the Earth.	2	QQ_s-t6-1764-c-1764_c-859-s-t6-859--1	3	simplicity
74	In popular music, a side project is one undertaken by one or more persons already known for involvement with another band.	In popular music, a side project is a project undertaken by one or more persons already known for their involvement in another band.	In respective singles matches, John Cena defeated Sabu in an Extreme lumberjack match, which featured superstars from the Raw and ECW brands at ringside.	In good singles fight, John Cena won against Sabu in an Extreme lumberjack match, which had superstars from the Raw and ECW brands at ringside.	2	QQ_s-t7-1779-c-1779_c-484-s-t7-484--1	4	simplicity
75	Fontane's first published work, the novella Geschwisterliebe (Sibling Love), appeared in the Berlin Figaro in December 1839.	"Fontane's first published work, the novella Geschwisterliebe (or ""Sibling Love""), appeared in the Berlin Figaro in December 1839."	It performed in public for the first time at #20 on VH1's Top 20 Video Countdown on June 28, 2008.	It debuted at # 20 on VH1's VH1 Top 20 Video Countdown on June 28, 2008.	1	QQ_s-t5-1814-c-1814_s-t5-1214-c-1214--0	3	simplicity
76	"Andrew ""Andy"" Murray is a Scottish professional tennis player."	"Andrew ""Andy"" Murray (born 15 May 1987) is a Scottish professional tennis player."	The Primavera is a painting by the Italian Renaissance painter Sandro Botticelli, c. 1482.	The Primavera is a painting by the Italian Renaissance painter Sandro Botticelli, approximately in the year 1482.	2	QQ_s-t0-1823-c-1823_c-252-s-t0-252--1	3	simplicity
77	Will & Grace became a ratings success, and Messing gained renown.	Will and Grace became a ratings success, and Messing became famous.	In the 1935 – 36 season, Thompson became the first goaltender to get an assist by intentionally passing the puck with his stick to a fellow player.	In the 1935-36 season, Thompson became the first goalie to get an assist by giving the puck with his stick to a teammate on purpose.	1	QQ_c-1825-s-t6-1825_c-576-s-t6-576--0	5	simplicity
78	Koop was a creative figure, known for his mustache-less beard and colorful bow ties.	Koop was a somewhat eccentric and flamboyant figure, well-known for his mustache-less beard and colorful bow ties.	1. The PKCS # 1 standard also includes processing strategies designed to provide more security for RSA signatures, e.g., the Probabilistic Signature Scheme for RSA (RSA-PSS).	The PKCS # 1 standard also incorporates processing schemes designed to provide additional security for RSA signatures, e.g., the Probabilistic Signature Scheme for RSA (RSA-PSS).	1	QQ_s-t7-1834-c-1834_s-t7-2170-c-2170--0	4	simplicity
79	A print server, or printer server, is a computer or device that is connected to one or more printers and to client computers over a network, and can accept print jobs from the computers and send the jobs to the appropriate printers.	A print server can accept print jobs from computers by being connected to several printers and client computers over a network.	He went to the Generl Theological Seminary and earned his BA in theology in 1962 then went to Oxford University and got his MA.	He attended the General Theological Seminary and earned his BA in theology and MA from Oriel College, Oxford University (1962, 1966).	2	QQ_c-1844-s-t3-1844_s-t3-2312-c-2312--1	3	simplicity
80	"After these ""rebellions"", land speculators and other non-Métis effectively deprived the Métis of land by exploiting a government program for its purchase, with the government perhaps turning a blind eye."	After the rebellions, the government and land speculators denied the Metis the right to purchase land.	Economy till the 20th century Nidwalden was dominated by agriculture.	Economy Up to the 20th century Nidwalden was dominated by agriculture.	2	QQ_c-1922-s-t2-1922_s-t2-912-c-912--1	3	simplicity
81	From 1978 to 2000 it was an independent city.	From 1978 until 2000 it was an independent municipality.	About 2,000 soldiers have been put in Zipingpu, trying to make it less hard trough spillway.	About 2,000 troops have been allocated to Zipingpu, trying to release the pressure through spillway.	1	QQ_s-t7-1929-c-1929_s-t7-1127-c-1127--0	5	simplicity
82	Some large plants that grow from cuttings use mitotic cell division to create offspring.	On a larger scale, mitotic cell division can create progeny from multicellular organisms, such as plants that grow from cuttings.	Coles Supermarkets is an Australian supermarket chain owned by Wesfarmers (formerly Coles Group before its acquisition on 23 November 2007).	Coles Supermarkets is an Australian supermarket store owned by Wesfarmers (formerly Coles Group before its acquisition on 23 November 2007).	2	QQ_s-t2-1932-c-1932_c-1307-s-t2-1307--1	4	simplicity
83	The President, for the time being, is third in line for presidential succession, after the Vice President and the Speaker of the House.	The President pro tempore is third in the line of presidential succession, following the Vice President and the Speaker of the House.	History and mandate The Drug Enforcement Administration was made on 1 July 1973, by Reorganization Plan No. 2 of 1973, signed by President Richard Nixon on 28 March 1973.	History and mandate The Drug Enforcement Administration was established on 1 July 1973, by Reorganization Plan No. 2 of 1973, signed by President Richard Nixon on 28 March 1973.	1	QQ_s-t7-1938-c-1938_s-t7-1470-c-1470--0	4	simplicity
84	Back up an entire system, including user data, to an installable Live CD / DVD.	Back up an intact system, including user data, to an installable Live CD / DVD.	The biggest defeats were 10-1 vs. Fullham and 9-0 vs. Manchester United in 95'.	Their heaviest defeats in the league were 10 – 1 against Fulham in 1963 and 9 – 0 against Manchester United in 1995.	2	QQ_c-1951-s-t4-1951_s-t4-1250-c-1250--1	3	simplicity
85	"Another, ""Loveliest of Trees"", is the basis for his 1912 orchestral rhapsody, also called A Shropshire Lad."	"Loveliest of Trees is the basis for his 1912 orchestral rhapsody, also called ""A Shropshire Lad""."	the main idea with the Reed-Solmon codes is that the encoded data is first seen as a polynomial.	Definition Overview The key idea behind a Reed – Solomon code is that the data encoded is first visualized as a polynomial.	2	QQ_c-1958-s-t3-1958_s-t3-435-c-435--1	5	simplicity
86	Wollstonecraft wrote the Rights of Woman hurriedly in order to respond directly to ongoing events; she meant to write a more thoughtful second volume, but she died before completing it.	Wollstonecraft wrote the Rights of Woman hurriedly in order to respond directly to ongoing events; she intended to write a more thoughtful second volume, but she died before completing it.	It comes from Voice of America (VoA) Special English.	It is derived from Voice of America (VoA) Special English.	1	QQ_s-t0-1961-c-1961_s-t0-67-c-67--0	4	simplicity
